Date,Open,High,Low,Close,Volume
2021-02-24,3440.0,3500.0,3351.10009765625,3441.60009765625,823330
2021-02-25,3450.0,3460.0,3402.25,3434.39990234375,897962
2021-02-26,3405.0,3423.64990234375,3199.800048828125,3224.0,1880371
2021-03-01,3255.0,3363.050048828125,3250.0,3350.199951171875,1176879
2021-03-02,3352.0,3490.0,3351.5,3476.39990234375,1402320
2021-03-03,3510.0,3510.89990234375,3394.0,3424.35009765625,965062
2021-03-04,3398.0,3460.0,3368.25,3419.85009765625,934953
2021-03-05,3415.0,3491.5,3394.0,3461.699951171875,1017875
2021-03-08,3461.64990234375,3489.5,3422.699951171875,3463.949951171875,749107
2021-03-09,3465.050048828125,3490.0,3416.5,3448.85009765625,564852
2021-03-10,3449.0,3475.0,3407.85009765625,3419.35009765625,787897
2021-03-12,3355.0,3419.0,3310.0,3350.550048828125,1098158
2021-03-15,3360.0,3369.39990234375,3243.0,3264.14990234375,781236
2021-03-16,3298.949951171875,3300.0,3248.0,3255.050048828125,523881
2021-03-17,3257.0,3278.89990234375,3175.0,3190.550048828125,991815
2021-03-18,3217.699951171875,3217.699951171875,3072.300048828125,3107.199951171875,1472097
2021-03-19,3085.0,3132.050048828125,3036.0,3119.14990234375,1554560
2021-03-22,3131.60009765625,3143.949951171875,3081.14990234375,3095.85009765625,619756
2021-03-23,3107.89990234375,3132.0,3060.550048828125,3067.449951171875,944310
2021-03-24,3068.0,3085.949951171875,3023.0,3033.85009765625,975533
2021-03-25,3033.10009765625,3049.60009765625,2927.10009765625,2941.64990234375,1075251
2021-03-26,2972.0,2982.800048828125,2931.0,2937.800048828125,611318
2021-03-30,2934.949951171875,2976.35009765625,2916.60009765625,2963.85009765625,899455
2021-03-31,2955.60009765625,2962.0,2902.0,2913.60009765625,1212659
2021-04-01,2949.0,3004.949951171875,2933.0,2956.10009765625,1067722
2021-04-05,2961.0,2972.949951171875,2866.60009765625,2886.89990234375,1152927
2021-04-06,2900.0,2928.0,2868.0,2887.949951171875,788062
2021-04-07,2880.0,2948.89990234375,2875.050048828125,2941.60009765625,649751
2021-04-08,2969.0,2990.35009765625,2913.39990234375,2928.0,953450
2021-04-09,2928.0,2948.0,2901.14990234375,2912.89990234375,557093
2021-04-12,2874.0,2889.949951171875,2741.10009765625,2786.10009765625,859305
2021-04-13,2799.0,2879.0,2773.25,2865.35009765625,714921
2021-04-15,2852.0,2890.0,2820.0,2862.550048828125,683426
2021-04-16,2838.25,2924.949951171875,2838.25,2894.85009765625,709663
2021-04-19,2761.35009765625,2822.550048828125,2743.10009765625,2785.550048828125,740714
2021-04-20,2841.25,2848.85009765625,2800.85009765625,2823.699951171875,740095
2021-04-22,2753.300048828125,2882.550048828125,2750.0,2851.14990234375,1436707
2021-04-23,2818.0,2873.800048828125,2812.050048828125,2864.050048828125,682515
2021-04-26,2860.050048828125,2878.39990234375,2830.0,2864.550048828125,831133
2021-04-27,2875.0,2939.0,2870.25,2905.5,811184
2021-04-28,2928.0,3009.0,2915.050048828125,2926.25,1389833
2021-04-29,2963.800048828125,2963.800048828125,2850.050048828125,2860.10009765625,1009327
2021-04-30,2834.800048828125,2860.0,2805.0,2819.14990234375,670258
2021-05-03,2779.949951171875,2848.0,2766.64990234375,2793.25,668727
2021-05-04,2794.0,2819.75,2766.75,2776.75,642256
2021-05-05,2786.89990234375,2800.0,2768.0,2788.199951171875,365152
2021-05-06,2818.0,2922.0,2802.14990234375,2913.300048828125,2249529
2021-05-07,2948.949951171875,2995.0,2820.0,2860.800048828125,2287493
2021-05-10,2860.800048828125,2879.0,2830.0,2836.300048828125,781259
2021-05-11,2830.5,2843.64990234375,2801.10009765625,2838.35009765625,684120
2021-05-12,2839.800048828125,2858.0,2815.0,2840.14990234375,486996
2021-05-14,2840.14990234375,2851.89990234375,2802.75,2812.35009765625,518143
2021-05-17,2835.0,2884.39990234375,2813.0,2854.75,926624
2021-05-18,2876.199951171875,2919.699951171875,2856.550048828125,2906.949951171875,1288013
2021-05-19,2915.0,2943.949951171875,2894.0,2915.0,717841
2021-05-20,2911.35009765625,2916.800048828125,2861.75,2865.10009765625,637388
2021-05-21,2874.0,2890.10009765625,2835.0,2884.39990234375,1658538
2021-05-24,2920.0,2963.699951171875,2892.0,2900.449951171875,1587246
2021-05-25,2924.89990234375,2944.85009765625,2907.39990234375,2929.699951171875,501532
2021-05-26,2942.0,2986.75,2920.5,2964.699951171875,817054
2021-05-27,2970.0,3028.449951171875,2935.14990234375,2991.300048828125,2097924
2021-05-28,3025.0,3033.39990234375,2956.550048828125,2991.550048828125,1077246
2021-05-31,2989.0,3015.0,2960.0,3007.5,662303
2021-06-01,3016.5,3055.0,2966.0,2976.75,971553
2021-06-02,2972.0,2993.0,2942.10009765625,2972.60009765625,793261
2021-06-03,2984.0,3014.0,2962.0,3008.35009765625,851280
2021-06-04,3005.0,3055.0,3004.85009765625,3048.39990234375,1023321
2021-06-07,3065.25,3076.60009765625,3040.75,3052.25,612460
2021-06-08,3058.0,3078.0,3040.35009765625,3055.949951171875,555729
2021-06-09,3055.949951171875,3090.0,3010.60009765625,3023.5,845692
2021-06-10,3038.949951171875,3043.89990234375,2999.0,3009.0,567660
2021-06-11,3019.0,3038.0,2995.0,3004.35009765625,467264
2021-06-14,3010.0,3016.949951171875,2943.0,2985.64990234375,489598
2021-06-15,2985.0,3025.0,2972.300048828125,3007.050048828125,454939
2021-06-16,3008.0,3014.85009765625,2970.0,2975.39990234375,444814
2021-06-17,2947.0,2958.949951171875,2902.0,2914.10009765625,782315
2021-06-18,2914.10009765625,2945.0,2852.0,2891.35009765625,904203
2021-06-21,2870.0,2913.0,2865.0,2894.85009765625,577938
2021-06-22,2901.0,2942.050048828125,2896.550048828125,2907.050048828125,522538
2021-06-23,2958.949951171875,2995.0,2921.0,2928.35009765625,1911546
2021-06-24,2940.0,2940.0,2893.5,2906.949951171875,844653
2021-06-25,2908.0,2949.300048828125,2901.949951171875,2939.199951171875,631005
2021-06-28,2957.0,2958.39990234375,2929.39990234375,2943.64990234375,407079
2021-06-29,2943.64990234375,2957.550048828125,2915.0,2927.5,470337
2021-06-30,2925.0,2930.0,2897.39990234375,2902.60009765625,758083
2021-07-01,2905.0,2947.0,2905.0,2922.5,634751
2021-07-02,2960.0,2968.949951171875,2907.14990234375,2919.85009765625,928741
2021-07-05,2936.89990234375,2951.89990234375,2925.10009765625,2938.050048828125,480881
2021-07-06,2937.0,2954.0,2912.39990234375,2919.25,452807
2021-07-07,2919.0,2922.0,2891.199951171875,2913.35009765625,668763
2021-07-08,2911.0,2934.85009765625,2890.14990234375,2900.39990234375,524837
2021-07-09,2900.39990234375,2919.64990234375,2876.050048828125,2896.800048828125,328728
2021-07-12,2914.0,2926.0,2895.10009765625,2898.199951171875,392467
2021-07-13,2919.0,2919.0,2896.300048828125,2904.10009765625,317264
2021-07-14,2920.0,2920.0,2896.0,2900.699951171875,429264
2021-07-15,2910.0,2913.39990234375,2882.050048828125,2884.64990234375,349469
2021-07-16,2887.0,2908.64990234375,2880.0,2904.699951171875,459445
2021-07-19,2886.0,2894.39990234375,2870.10009765625,2887.10009765625,338468
