Date,Open,High,Low,Close,Volume
2021-02-24,220.0,222.5,218.0500030517578,219.35000610351562,11981366
2021-02-25,220.97500610351562,233.89999389648438,220.9250030517578,230.77499389648438,37621658
2021-02-26,227.47500610351562,233.1750030517578,220.125,224.9250030517578,36883078
2021-03-01,228.0,231.9250030517578,225.0500030517578,227.625,12185500
2021-03-02,237.25,241.1999969482422,231.0,234.5,53200666
2021-03-03,240.0,240.0,231.14999389648438,233.1750030517578,17675284
2021-03-04,231.0,236.3249969482422,229.625,231.9499969482422,12556622
2021-03-05,231.5,237.22500610351562,229.0500030517578,230.89999389648438,17793026
2021-03-08,231.0,236.47500610351562,230.89999389648438,233.35000610351562,11349538
2021-03-09,223.10000610351562,227.0,218.6750030517578,222.9499969482422,399581906
2021-03-10,225.5,225.9499969482422,221.02499389648438,222.75,23491604
2021-03-12,228.5,232.0,225.5,228.77499389648438,52792772
2021-03-15,232.22500610351562,232.5,225.64999389648438,230.27499389648438,33839076
2021-03-16,232.27499389648438,232.8000030517578,226.02499389648438,226.9250030517578,30782874
2021-03-17,221.0,223.35000610351562,215.0500030517578,216.02499389648438,57699598
2021-03-18,217.5,219.25,211.89999389648438,213.4499969482422,26361962
2021-03-19,213.0,219.1999969482422,209.60000610351562,216.47500610351562,26622950
2021-03-22,219.125,221.0,217.1750030517578,219.6750030517578,27343862
2021-03-23,220.9499969482422,221.10000610351562,217.5500030517578,218.25,17089478
2021-03-24,217.47500610351562,218.25,214.3249969482422,214.97500610351562,10317086
2021-03-25,213.22500610351562,213.60000610351562,207.5500030517578,209.47500610351562,20898974
2021-03-26,212.9499969482422,215.89999389648438,210.6999969482422,212.10000610351562,19204862
2021-03-30,214.4499969482422,216.9499969482422,210.75,215.39999389648438,17153798
2021-03-31,215.25,215.5749969482422,212.75,213.97500610351562,10018670
2021-04-01,215.3000030517578,219.97500610351562,214.02499389648438,218.6999969482422,9156394
2021-04-05,217.0500030517578,218.5,210.5500030517578,214.02499389648438,11510442
2021-04-06,215.0,216.85000610351562,212.14999389648438,214.0500030517578,9190874
2021-04-07,214.5,215.75,213.75,214.10000610351562,7430944
2021-04-08,214.77499389648438,218.0,214.64999389648438,215.27499389648438,6708234
2021-04-09,215.0,216.125,212.25,212.8000030517578,8179184
2021-04-12,208.97500610351562,209.6999969482422,201.0,201.97500610351562,12368094
2021-04-13,202.5,206.25,201.10000610351562,204.6999969482422,8064312
2021-04-15,204.5,208.1999969482422,201.64999389648438,202.4250030517578,14440358
2021-04-16,202.5,211.47500610351562,202.14999389648438,206.89999389648438,22292626
2021-04-19,202.5,206.1999969482422,200.0,204.375,11256462
2021-04-20,205.9499969482422,207.22500610351562,203.0500030517578,204.0500030517578,7026888
2021-04-22,202.5,210.64999389648438,201.75,209.1750030517578,15611348
2021-04-23,208.64999389648438,212.47500610351562,208.0,211.52499389648438,47680532
2021-04-26,213.0,214.1750030517578,208.77499389648438,209.4499969482422,12888196
2021-04-27,208.75,211.5500030517578,208.27499389648438,210.1750030517578,10816330
2021-04-28,211.0,212.1750030517578,207.4499969482422,208.75,19805066
2021-04-29,211.0,211.5,208.5,209.77499389648438,13265608
2021-04-30,208.75,218.75,207.3249969482422,210.89999389648438,33702940
2021-05-03,209.5,214.52499389648438,207.6999969482422,208.0,16118782
2021-05-04,210.4499969482422,214.72500610351562,209.25,210.72500610351562,19987878
2021-05-05,211.02499389648438,215.8000030517578,210.5,212.39999389648438,13778662
2021-05-06,214.0,217.5,212.0749969482422,217.0,12787288
